0 1.384179 9.101330 0.000000
1 6.075371 1.409395 0.000000
2 3.923643 5.946299 0.000000
3 5.221732 2.259780 0.000000
4 8.657741 9.552645 0.000000
5 2.450701 6.570388 0.000000
6 6.001214 5.862656 0.000000
7 4.315220 4.335213 0.000000
8 4.748551 5.217405 0.000000
9 3.867801 7.572134 0.000000
10 5.662562 3.396984 0.000000
11 3.895384 7.680318 0.000000
12 3.153332 4.307685 0.000000
13 2.498084 8.715601 0.000000
14 5.268833 4.344568 0.000000
15 2.475237 4.146429 0.000000
16 3.043381 1.381346 0.000000
17 1.102078 9.858707 0.000000
18 0.737340 1.791436 0.000000
19 7.812102 2.228007 0.000000
20 3.291023 8.497201 0.000000
21 2.322875 4.695442 0.000000
22 4.070697 8.739618 0.000000
23 6.000599 2.962079 0.000000
24 4.849772 7.275284 0.000000
25 8.084929 5.761671 0.000000
26 5.043400 5.213862 0.000000
27 5.003008 5.396510 0.000000
28 4.446883 6.691122 0.000000
29 3.186448 1.060818 0.000000
30 3.787662 6.378490 0.000000
31 9.215472 3.210424 0.000000
32 2.772030 1.824209 0.000000
33 1.164525 7.269602 0.000000
34 3.888837 7.102718 0.000000
35 9.663719 8.533988 0.000000
36 0.656033 1.710296 0.000000
37 0.225120 2.213127 0.000000
38 6.356910 8.270690 0.000000
39 7.837071 8.560012 0.000000
40 8.437689 3.054797 0.000000
41 0.463373 0.288301 0.000000
42 0.518675 6.060824 0.000000
43 1.850986 6.218271 0.000000
44 9.584747 4.160722 0.000000
45 9.461525 6.745650 0.000000
46 7.972829 1.626997 0.000000
47 6.392497 1.746263 0.000000
48 2.946803 4.272789 0.000000
49 1.042137 9.624702 0.000000
50 1.878253 6.899825 0.000000
51 5.265893 7.888272 0.000000
52 3.398402 5.108572 0.000000
53 9.523273 2.108223 0.000000
54 5.026779 7.932477 0.000000
55 0.962677 5.494649 0.000000
56 2.225293 9.460563 0.000000
57 2.415196 9.566921 0.000000
58 2.723438 4.416496 0.000000
59 0.022879 1.582971 0.000000
60 4.255429 3.821200 0.000000
