1	1	123565	38
2	0	0	10
2	0	0	24
3	1	180595	46
1	0	0	6
6	6	171090	57
2	0	0	32
0	0	0	0	1	2000000000
0	0	0	0	1	2000000000
0	0	0	0	1	2000000000
0	0	0	0	1	2000000000
0	0	0	0	1	2000000000
0	0	0	0	1	6000000000
2	0	0	100	41	6000000000
10	50	152080	3680	3406	152080
21	105	57030	3545	3131	57030
19	95	152080	3635	3336	152080
7	35	199605	3635	3346	199605
23	115	104555	3625	3396	104555
19	95	228120	3785	3641	228120
19	95	104555	3605	3231	104555
17	85	85545	3655	3381	85545
9	45	152080	3565	3186	152080
14	70	123565	3595	3246	123565
15	75	104555	3520	3136	104555
17	85	190100	3570	3196	190100
14	70	161585	3510	3101	161585
17	85	123565	3645	3371	123565
22	110	142575	3745	3531	142575
21	105	133070	3675	3406	133070
16	80	104555	3460	3026	104555
23	115	171090	3595	3296	171090
23	115	133070	3740	3536	133070
11	55	209110	3490	3056	209110
20	100	171090	3650	3356	171090
21	105	76040	3630	3316	76040
14	70	171090	3815	3676	171090
18	90	161585	3595	3281	161585
17	85	142575	3590	3261	142575
20	100	142575	3630	3341	142575
14	70	180595	3430	2936	180595
17	85	38020	3740	3576	38020
21	105	114060	3715	3476	114060
15	75	171090	3600	3291	171090
15	75	161585	3605	3256	161585
20	100	152080	3495	3056	152080
24	120	28515	3595	3266	28515
11	55	57030	3565	3171	57030
17	85	38020	3520	3141	38020
16	80	95050	3535	3136	95050
12	60	97650	12	331
20	200	68355	20	861
13	130	156240	13	631
18	180	78120	18	691
13	130	146475	13	631
11	110	87885	11	281
19	190	117180	19	581
16	160	78120	16	581
9	90	283185	9	331
23	230	87885	23	711
12	120	244125	12	471
16	160	68355	16	371
20	200	146475	20	521
8	80	58590	8	231
14	140	87885	14	401
18	180	58590	18	471
13	130	263655	13	561
20	200	185535	20	521
15	150	283185	15	1001
13	130	166005	13	701
20	200	214830	20	1191
18	180	156240	18	571
6	60	87885	60	331
16	160	283185	16	941
14	140	156240	14	1081
21	210	97650	21	941
19	190	195300	19	1171
13	130	107415	13	571
24	240	146475	24	451
21	210	78120	21	701
12	120	205065	12	631
11	110	58590	11	241
16	160	136710	16	571
16	160	244125	16	841
11	110	107415	11	561
19	190	87885	19	691
18	180	58590	18	341
18	180	156240	18	751
19	190	156240	19	1001
21	21	214830	21	114
17	17	68355	17	45
18	18	68355	18	97
18	18	78120	18	78
22	22	146475	22	90
17	17	156240	17	115
15	15	48825	15	71
22	22	97650	22	71
13	195	107415	13	676
19	285	126945	19	1171
14	210	87885	14	751
13	195	68355	13	826
19	285	78120	19	976
16	240	156240	16	1756
13	195	156240	13	886
9	135	224595	9	946
21	315	58590	21	1126
12	180	146475	12	526
19	285	185535	19	1201
13	195	322245	13	1006
22	330	87885	22	1246
22	330	68355	22	826
17	255	78120	17	1306
15	225	117180	15	856
10	150	117180	10	781
16	240	48825	16	856
11	0	0	16	0	0	13	0	0	13	0	0	18	0	0	16	0	0	15	0	0	21	0	0	19	0	0	10	0	0	10	1
19	0	0	19	1
16	0	0	16	1
10	0	0	10	1
25	0	0	25	1
15	0	0	15	1
11	0	0	11	1
22	0	0	22	1
17	0	0	15	0	0	11	0	0	18	0	0	20	0	0	13	0	0	17	0	0	17	0	0	12	0	0	15	0	0	16	0	0	19	0	0	15	0	0	17	0	0	19	0	0	16	0	0	14	0	0	20	0	0	18	0	0	17	0	0	19	0	0	13	0	0	9	0	0	23	0	0	14	0	0	14	0	0	17	0	0	21	0	0	14	0	0	12	0	0	21	0	0	13	0	0	22	0	0	15	0	0	15	0	0	17	0	0	18	0	0	20	0	0	13	0	0	20	0	0	18	0	0	20	0	0	21	0	0	24	0	0	13	0	0	19	0	0	21	0	0	24	0	0	18	0	0	5	0	0	14	0	0	10	0	0	13	0	0	20	0	0	17	0	0	13	0	0	16	0	0	21	0	0	15	0	0	18	18	136710	18	5113
20	20	205065	20	110
17	17	156240	17	91
12	12	234360	12	108
12	12	156240	12	87
15	15	126945	15	43
18	18	166005	18	80
22	22	107415	22	77
15	15	156240	15	133
13	13	68355	13	33
13	13	136710	13	75
14	14	175770	14	101
15	15	185535	15	66
13	13	58590	13	65
19	19	175770	19	85
12	12	19530	12	43
12	12	87885	12	86
17	17	58590	17	68
10	10	224595	10	118
21	21	48825	231	79
12	12	68355	12	51
20	20	156240	20	97
19	19	78120	19	73
17	17	205065	17	100
11	11	175770	11	55
16	16	48825	16	64
16	16	126945	16	61
15	150	48825	15	761
16	160	68355	16	521
16	160	146475	16	1031
19	190	136710	19	661
23	230	68355	23	581
15	150	146475	15	761
15	150	117180	15	751
20	200	107415	20	491
11	110	19530	11	441
21	210	97650	21	1001
14	140	117180	14	831
12	12	1410172823	12	91
16	16	1410143528	16	83
13	0	0	15	0	0	22	0	0	17	0	0	15	0	0	21	0	0	18	0	0	10	0	0	14	0	0	15	0	0	21	0	0	7	0	0	12	0	0	19	0	0	17	0	0	18	0	0	22	0	0	17	0	0	21	0	0	14	0	0	17	0	0	12	0	0	15	0	0	18	0	0	12	0	0	23	0	0	15	0	0	14	0	0	12	0	0	18	0	0	21	0	0	12	0	0	16	0	0	23	2300	78120	23	6001
14	1400	58590	14	5301
14	1400	214830	14	6901
18	180000	126945	18	710001
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	20	1000380835	10	55
10	20	1000117180	10	33
6	12	1000263655	6	49
9	18	1000126945	9	75
6	0	0	14	28	1000156240	14	105
3	4	1000156240	3	33
18	36	1000175770	18	91
15	30	1000224595	15	161
0	0	0	0	0	0	0	0	0	15	30	1000107415	15	83
13	65013	1000136710	13	340069
17	119017	1000078120	17	637092
21	147021	1000097650	21	630091
0	0	0	16	32	-69087917	16	253
3	0	0	3	0	0	5	0	0	7	0	0	3	0	0	6	0	0	4	0	0	4	0	0	2	0	0	2	1
3	0	0	3	0	0	3	0	0	3	0	0	1	0	0	5	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	110	5000019530	110	511
11	110	5000117180	11	431
9	90	5000234360	9	201
17	170	5000156240	17	741
17	34	5000097650	17	159
14	28	5000166005	14	97
14	28	5000078120	14	139
17	34	5000224595	17	189
16	240	5000156240	16	1696
7	70	5000185535	7	781
16	160	5000117180	16	661
