12	1051
8	2
13	5
8	2
9	17
7	8
6	64
6	452
8	12
11	635
4	7
4	29
7	529
8	1126
3	34
11	964
8	18
6	644
8	13
8	1271
9	634
13	2
6	14
9	4
8	2
8	2
9	2
6	669
9	392
6	8
9	13
6	577
3	578
10	5
7	201
8	153
12	641
7	8
6	588
7	9
10	1294
1	727
6	4
6	78
8	2
7	2
7	646
12	2
9	385
7	17
2	3
9	2
9	428
2	127
4	19
1	3
5	14
9	73
5	11
11	705
7	659
8	32
10	9
11	340
7	2
2	9
8	455
14	29
10	920
9	503
7	692
14	756
2	13
9	2
8	419
9	3
12	604
4	24
7	939
7	4
8	1
10	530
8	256
9	2
5	9
2	1
9	760
3	17
4	27
8	91
7	748
5	384
8	148
8	2
13	3
6	996
1	2
7	927
2	22
10	587
