21	21
18	18
23	24
28	28
18	18
22	22
23	23
18	18
26	26
22	22
21	21
18	18
17	17
28	28
19	19
16	16
28	28
14	14
32	32
26	26
22	22
23	24
21	21
29	29
20	20
14	14
24	24
18	18
30	30
24	24
21	21
30	30
12	12
12	12
18	18
20	20
23	23
27	27
17	17
22	22
26	27
18	18
24	24
15	15
20	20
14	14
25	25
23	23
26	26
23	23
21	21
22	22
18	18
20	20
22	22
18	18
19	19
22	22
19	19
18	18
18	18
23	23
21	21
26	26
20	20
19	19
26	26
19	19
17	17
17	17
18	18
23	23
14	14
21	21
25	25
23	23
28	28
14	14
22	22
16	16
23	23
14	14
18	18
20	20
17	17
15	15
18	18
22	22
22	22
15	15
18	18
17	17
21	21
19	19
19	19
25	25
16	16
21	21
16	16
29	29
