0	16
11	11
11	11
13	13
10	10
11	11
14	14
12	12
9	10
10	10
14	14
9	9
16	16
9	9
11	11
0	15
12	12
6	6
0	11
0	19
0	19
11	11
9	9
10	10
0	14
21	21
0	12
17	17
0	15
19	19
11	11
14	14
14	14
9	9
11	11
14	14
10	10
13	13
12	12
23	23
10	9
11	11
19	19
18	18
0	6
15	15
0	14
10	10
15	15
15	15
11	11
7	7
12	12
10	10
13	13
14	14
24	24
19	19
8	8
14	14
8	8
10	10
13	13
19	19
18	18
12	12
0	11
0	9
11	11
0	11
13	13
0	21
0	4
19	19
0	12
6	6
12	12
17	17
13	13
17	17
13	13
12	12
0	13
9	9
11	11
14	14
0	12
8	8
13	13
15	15
17	17
11	11
16	16
8	8
11	11
11	11
12	12
6	6
13	13
14	14
