24	24
10	10
21	21
23	23
20	20
17	17
14	14
26	26
22	22
23	23
25	25
30	30
21	21
28	28
26	26
22	22
23	23
20	20
23	23
22	22
17	17
25	25
25	25
27	27
25	25
24	24
16	16
22	22
23	23
20	20
18	18
24	24
23	23
28	28
19	19
26	26
24	24
26	26
20	20
28	28
23	23
15	15
24	24
25	25
23	23
17	17
21	21
28	28
17	17
17	17
23	23
16	16
35	35
16	16
20	20
22	22
23	23
19	19
27	27
24	24
23	23
19	19
22	22
27	27
18	18
29	29
18	18
13	13
25	25
12	12
25	25
21	21
32	32
21	21
28	28
24	24
24	24
23	23
22	22
18	18
25	25
32	32
14	14
26	26
22	22
29	29
34	34
20	20
26	26
18	18
25	25
17	17
17	17
22	22
26	26
24	24
26	26
21	21
22	22
11	11
