21	21
19	19
28	28
23	23
14	14
17	17
19	19
18	18
22	22
24	24
22	22
29	29
28	28
26	26
19	19
25	25
16	16
28	28
31	31
28	28
22	22
30	30
16	16
24	24
0	26
22	22
25	25
33	33
21	21
30	30
16	16
27	27
25	25
25	25
25	25
24	24
21	21
21	22
29	29
28	28
32	32
15	15
15	15
25	25
15	15
25	25
20	20
30	30
15	15
30	30
30	30
18	18
26	27
18	18
28	28
26	27
21	21
23	23
22	22
23	23
23	23
23	23
23	23
20	20
27	27
29	29
25	25
25	25
26	26
21	21
21	21
33	33
17	17
27	27
17	17
18	18
21	22
22	22
27	27
24	24
19	19
26	26
23	23
25	25
35	35
16	16
23	23
18	18
25	25
27	27
21	21
22	22
15	16
22	22
25	25
32	32
23	23
19	19
22	22
32	32
