5	1897432360	5	665659844	5	500
6	1906556116	1	1056786311	6	3
5	4456098309	5	1621179481	5	15
9	4738944270	9	812494482	9	15
9	984878694	9	486946472	9	389
7	0	0	741692137	7	2
7	0	0	1478162909	7	21
7	1410698159	5	496697124	5	16
3	1575180714	3	491745748	3	33
7	3335658215	7	373998383	7	166
6	4521722751	6	1057172530	6	151
7	1072909284	7	428294322	7	14
5	3045381814	1	986347591	1	22
3	1049054700	3	554045710	3	30
6	1592869728	6	978912479	6	20
7	3361159750	7	1109914875	7	354
4	1596610861	4	987439984	4	7
8	2646553377	8	1110426406	8	173
5	0	0	807211908	1	2
11	2287275050	11	426099127	11	320
6	5935431686	6	1046777168	6	98
10	5183526769	10	1647410227	10	293
3	248569515	3	254316484	3	3
6	2074233650	6	857964557	6	177
6	2061418576	6	428345685	6	88
4	0	0	862864958	4	2
6	247449614	3	241592135	6	4
12	0	0	1066559327	12	13
7	4365663284	7	1486942927	7	26
4	1567235725	4	686898638	4	41
8	1644170322	8	795959386	8	24
8	8052807413	7	1427681619	8	183
7	4754256084	7	1481180896	7	34
7	1482536071	7	364738540	7	15
5	1825508998	5	801031882	5	31
5	996015555	1	990262386	5	6
5	1997043174	5	690622334	5	174
7	1324390853	7	1048935402	7	83
6	388920310	6	250568676	6	12
6	1665187868	3	811599521	3	10
9	4363922981	9	744187222	9	477
8	2986309104	8	614255393	8	69
6	1697303127	6	854160249	6	51
6	2066785190	5	1065332873	6	78
7	0	0	614164925	7	10
6	566422724	3	252492134	4	5
7	2130833932	7	1044400497	7	160
5	798076906	4	545575882	4	50
10	0	0	859264022	10	5
6	4223444079	6	632869398	6	33
4	0	0	868606179	3	2
4	2201674481	4	1300789122	4	11
10	0	0	1743040609	10	2
4	2295864592	4	688929073	4	98
5	2679535079	4	934776127	4	75
8	1798642639	8	308217863	8	162
6	1340531181	5	250980735	6	17
6	0	0	681326274	6	6
5	2546738201	1	990961004	1	27
6	609516243	6	247184549	6	149
8	2668650906	8	1097694013	8	372
6	1573248236	5	1001914485	6	41
9	1007241742	9	368863854	9	77
7	5665150174	7	795507940	7	82
5	498510355	1	431629593	1	8
14	6185300066	14	492876892	14	326
5	6854173704	5	1098266165	5	108
3	1029156501	3	564744816	3	32
9	4414471766	9	487799299	9	149
6	564294724	2	557666344	6	7
3	0	0	809949642	3	5
5	3579872634	4	1178804747	4	46
10	3315315887	10	438793254	10	306
1	1292893526	1	741798089	1	56
10	2974534668	10	428253746	10	130
6	0	0	869991776	6	2
6	0	0	1176962733	6	1
7	1671359867	1	806733907	1	329
3	2216249792	3	996521283	3	197
7	2036798817	1	622490097	1	8
4	491382681	4	189190261	4	36
7	1779366400	7	741733008	7	10
4	751660287	3	377113797	3	33
11	4643295207	1	559022545	11	22
3	1110607412	3	735521956	3	7
6	0	0	1565064761	6	3
5	922408866	1	731232130	1	30
5	3425245301	3	1286768783	3	28
5	0	0	247424913	2	4
6	1296831478	4	879384245	4	22
2	0	0	1670344041	2	11
4	5558606544	4	1481468410	4	245
7	0	0	1875741483	7	6
3	253852573	1	750017752	3	14
7	0	0	626984522	7	4
6	0	0	928523126	6	4
6	1610950499	4	492981879	4	167
4	754356575	1	432608782	1	73
5	0	0	1871352343	4	2
6	2042377285	6	985238942	6	18
6	993772291	4	503851764	4	9
4	1514981969	3	1063671912	3	13
5	1051584657	5	560955752	5	132
8	4431993190	8	1070303699	8	306
5	1989336057	5	989077993	5	25
7	2732851385	7	499124840	7	31
4	6914522098	4	1405672119	4	79
7	3207509534	7	423910994	7	360
11	1690836047	11	625330483	11	20
7	3070772791	6	252198791	6	472
8	4068672002	7	431505465	7	451
5	2632829015	2	1363454172	2	11
4	1430878909	4	802335181	4	21
8	3970851718	8	615068322	8	18
11	3366441193	11	1177231001	11	110
8	1358129437	8	309072926	8	26
10	945486413	10	303228603	10	57
3	1167608478	2	1060510000	2	4
6	1696757486	6	321824913	6	82
6	2843611703	6	615983678	6	115
7	1218943724	7	123671156	7	355
6	177643262	3	184902454	6	7
5	571204210	4	192635164	4	5
4	181224383	1	123504324	1	3
6	2459285991	5	922938279	6	37
7	4846273910	4	2590459651	7	22
7	2113849122	7	190387778	7	306
8	4189898689	4	1937056616	8	5
8	4434657653	7	1171196424	7	19
7	929094447	6	434731992	6	9
9	4311198956	9	746590593	9	104
3	2247638188	3	682915931	3	78
8	854656652	8	374515678	8	322
4	2777132234	4	1302826276	4	42
5	488451566	3	363004957	5	6
5	4102992161	5	744851227	5	154
9	3009221709	8	740263326	8	151
8	2315915324	7	807139244	7	25
7	3270416708	7	549333502	7	19
6	2669968210	6	1055917470	6	40
7	2212914216	6	941685430	7	17
6	2542870961	6	314091757	6	132
6	0	0	312206753	3	2
8	2157979136	8	309262518	8	387
8	490938570	7	187914678	8	11
3	371572457	2	371406241	2	3
1	3167526396	1	1240837059	1	45
3	0	0	1617709861	3	2
9	2174839269	9	860298375	9	30
6	1040219823	6	311219103	6	12
9	2349791510	9	921264012	9	341
5	2810953984	5	999661894	5	301
3	1407789463	1	434235904	1	62
9	639212841	9	182747674	9	10
7	2061661148	7	924158159	7	17
6	999504647	6	549117134	6	240
7	833172215	7	250733976	7	80
16	6332424701	16	426900724	16	240
6	2702365958	6	506848511	6	149
8	2984005589	8	864603175	8	54
7	3460258620	1	1188073190	7	6
4	2895341739	1	809048752	1	30
11	2449983832	11	680035997	11	382
5	1370091693	5	626254741	5	32
5	561343734	3	245169249	3	23
8	999041255	4	433784617	4	26
6	1839078566	5	1361193082	5	106
13	6018772765	12	375173897	13	94
6	2345384618	3	622384642	3	60
3	0	0	1119920804	3	2
4	0	0	311616908	4	2
5	397926505	2	181200963	2	5
2	6023971025	1	1071360379	1	38
6	0	0	620787403	6	4
7	4287799387	2	1235518229	5	4
7	190291400	4	119599920	5	11
6	2089268306	6	672205259	6	90
3	3903264932	3	991024909	3	46
8	3294514427	6	748009390	8	10
10	0	0	873275522	10	2
7	3563800350	7	986645922	7	16
7	2477586339	6	1624811971	6	28
4	0	0	562223499	1	8
4	1674986177	4	122198521	4	327
8	1893897949	8	487717380	8	133
11	3807693842	11	310940606	11	138
3	4632516681	3	1103819997	3	63
5	0	0	688217103	3	18
9	1938242902	9	556698500	9	316
4	2870957238	4	738922377	4	94
6	348974299	6	123965638	6	30
8	1498458456	8	437443519	8	24
2	123688367	1	119997602	1	6
8	4720644394	8	492569759	8	148
8	2660542815	8	255114257	8	68
6	1715333112	6	556548842	6	286
5	2263856924	5	980351789	5	47
7	2506749953	7	1369382595	7	43
8	2484070761	8	369316987	8	33
4	6050049342	1	1683990198	2	33
5	0	0	911799454	5	4
8	2783969618	6	687494535	6	206
3	0	0	679032963	2	3
6	0	0	1114698642	4	6
3	2865837339	3	746117576	3	114
8	873122099	8	375864858	8	66
6	2003139690	6	126838107	6	79
7	0	0	795547175	7	2
9	816902586	9	247224174	9	37
7	2431742858	7	1106257276	7	85
6	1028868052	1	743921917	6	7
5	3577570351	3	1298876881	3	65
4	3188867049	1	1170430019	1	69
8	2560369761	8	377984102	8	300
9	6189751020	9	1243602498	9	120
8	1540771692	4	749088871	8	9
5	2668928073	5	563099338	5	92
7	3866929201	7	560494874	7	248
3	437193700	3	184204013	3	8
5	4498708514	4	1299967879	4	21
7	5042431499	7	1113883843	7	29
2	1783177019	2	1117634754	2	7
3	5366375136	3	1183245460	3	28
9	2083217882	9	998281729	9	340
4	0	0	874132133	4	2
7	1647624707	7	309997480	7	600
8	6230873217	6	2158923217	8	40
4	1184635910	4	251437319	4	14
6	3546601914	6	874966822	6	43
6	0	0	1038087867	6	2
10	0	0	811392216	10	2
6	495168875	5	249852313	5	9
7	1032375330	7	625497951	7	271
8	1989269353	8	927879732	8	112
6	8826246350	6	1174112461	6	191
5	7423673276	4	1295282576	5	155
5	2357821005	4	749312587	5	157
5	902754183	3	497300720	3	22
6	1746176940	6	1286713133	6	23
7	0	0	2341038829	7	49
5	0	0	1856951974	5	149
5	2000183944	2	808684571	2	8
5	0	0	1361192594	4	22
1	1050303170	1	740226988	1	8
