0	21
33	33
28	28
20	20
31	31
23	23
28	28
13	13
26	26
30	30
23	23
0	27
17	17
0	21
26	26
25	25
22	22
0	20
25	25
30	30
25	25
25	25
28	28
21	21
19	19
21	21
23	23
21	21
21	21
18	18
18	18
20	20
25	25
28	28
17	17
25	25
0	23
0	31
23	23
29	29
29	29
29	29
25	25
27	27
24	24
0	30
20	20
0	16
32	32
22	22
27	27
25	25
0	28
36	36
25	25
29	29
27	27
0	26
32	32
0	18
17	17
20	20
35	35
27	27
19	19
24	24
29	29
21	21
19	19
21	21
23	23
25	25
0	23
22	22
0	24
31	31
24	24
23	23
30	30
24	24
30	30
22	22
20	20
23	23
21	21
33	33
41	41
22	22
34	34
0	26
21	21
20	20
0	30
24	24
29	29
0	32
34	34
27	27
25	25
19	19
