8	8
9	9
4	4
15	15
11	11
8	8
13	13
10	10
12	12
9	9
16	16
10	10
11	11
15	15
20	20
12	12
13	13
22	22
16	16
19	19
16	16
17	17
12	12
11	11
10	10
17	17
18	18
16	16
16	16
6	6
10	10
15	15
15	15
15	15
18	18
7	7
16	16
19	19
11	11
18	18
15	15
14	14
6	6
10	10
12	12
12	12
15	15
10	10
17	17
10	10
15	15
13	13
18	18
12	12
15	15
12	12
9	9
22	22
14	14
13	13
10	10
10	10
11	11
9	9
9	9
17	17
16	16
13	13
17	17
10	10
9	9
14	14
13	13
13	13
9	9
6	6
13	13
13	13
10	10
14	14
12	12
23	23
11	11
8	8
8	8
9	9
14	14
17	17
13	13
13	13
16	16
19	19
19	19
12	12
12	12
7	7
12	12
18	18
20	20
13	13
