5	16
6	217
8	80
9	254
6	340
9	75
10	342
12	125
8	4
10	140
11	236
8	31
9	237
4	4
7	45
10	33
5	75
6	55
14	115
6	316
6	16
7	13
10	198
8	10
10	248
8	267
8	24
2	2
9	24
5	11
11	77
9	213
6	2
7	65
13	460
4	28
9	322
8	518
6	36
5	6
8	3
5	198
14	27
3	10
8	127
1	116
6	19
9	27
12	2
6	13
6	52
9	43
9	12
7	15
7	27
9	6
11	25
12	445
11	529
8	28
12	23
4	137
5	193
6	3
10	2
7	21
3	2
6	124
9	70
9	2
9	17
8	8
8	358
6	19
10	2
6	13
8	166
7	70
3	3
8	117
5	216
13	5
9	2
7	125
9	75
6	121
6	10
7	14
8	420
7	27
9	18
6	18
5	290
12	3
8	296
13	79
6	22
8	183
7	177
4	94
