13	13
10	10
12	12
17	17
10	10
12	13
12	12
16	16
13	13
11	11
20	20
14	14
18	18
9	9
8	8
11	11
9	9
11	11
19	19
13	13
11	11
10	10
14	14
11	11
7	7
14	14
8	8
10	10
13	13
16	16
9	9
13	13
12	12
8	8
10	10
6	6
18	18
23	23
17	17
9	9
12	12
6	6
9	9
12	12
12	12
13	13
16	16
12	12
17	17
10	10
10	10
14	14
13	13
13	13
20	20
17	17
0	14
16	16
15	15
5	5
18	18
9	9
12	12
5	5
15	15
9	9
11	11
10	10
8	8
15	15
8	8
13	13
11	11
14	14
9	9
6	6
13	13
12	13
10	10
9	9
19	19
11	11
12	12
15	15
9	9
9	9
11	11
4	4
14	14
15	15
15	15
17	17
11	11
12	12
10	10
9	9
16	16
13	13
10	10
8	8
