7	15
5	768
7	48
5	569
3	297
6	85
8	11
4	7
9	637
6	204
8	444
8	759
6	1
6	1174
11	2091
15	26
8	1027
5	14
9	2
4	5
8	68
7	917
8	4
2	41
6	805
5	326
7	166
4	21
2	86
10	24
9	9
5	286
9	201
8	265
7	6
8	449
3	474
7	919
11	607
6	16
4	20
6	17
4	18
12	29
8	2
10	25
5	13
7	505
9	698
12	4
15	687
11	543
7	31
8	550
3	235
2	548
9	1100
6	1305
8	636
6	7
9	7
3	14
7	30
5	653
9	886
9	677
6	41
12	386
12	4
11	937
4	2
12	992
7	6
3	5
10	951
6	3
7	31
6	11
6	8
3	12
8	680
3	395
7	16
9	2
11	4
4	449
10	441
9	946
3	297
7	282
6	14
6	2
5	9
5	271
5	671
9	548
9	754
7	31
6	5
8	243
