18	4877592365	18	738624543	18	619
19	6012289596	19	558938457	19	770
14	8747012474	14	738861854	14	555
18	9022205771	18	621479298	18	676
14	6662646053	14	1115876583	14	455
19	3929915012	19	743494977	19	1011
27	3511168569	27	554073614	27	953
11	0	0	988887584	11	9
10	1595033006	10	377030105	10	182
21	5613915743	21	488960972	21	930
20	11446681915	20	1130559144	20	686
22	7966731513	22	244490501	22	794
14	3018945464	14	496085848	14	811
25	14875544891	25	875253172	25	943
15	7921246850	15	1497488105	15	650
22	0	0	1729504615	22	66
12	10711337202	12	871843307	12	1384
21	9434245359	21	1231481902	21	1352
13	2974173806	13	433923577	13	241
27	5183614814	27	561553976	27	1310
26	12551081729	26	928459584	26	737
8	4157140976	8	681325594	8	174
13	12146733804	13	1064033891	13	971
10	5210504944	10	1282834757	10	500
17	7281960556	17	432741431	17	825
13	4548151448	13	925829994	13	1188
24	7510561971	24	1288799926	24	597
20	4522432487	20	618347949	20	433
18	4804237238	18	746083022	18	676
15	2706108023	15	427375343	15	614
20	5587485447	20	375037514	20	1338
15	7794402038	15	372883506	15	712
12	9001804903	12	1243207514	12	831
17	7005476969	17	616643816	17	534
10	7813976230	10	1113454985	10	1014
17	12971287894	17	990615036	17	748
15	6364130210	15	1307087940	15	739
17	9681011513	17	815868377	17	733
18	12808889565	18	1179535521	18	613
18	6788485202	18	1300862173	18	815
28	8038691010	28	552007688	28	1431
18	3520314518	18	685926278	18	883
17	2393461488	17	192018467	17	914
14	4065527344	14	367069670	14	427
29	9016977706	29	557996637	29	1685
27	6016310329	27	560428640	27	1569
23	4521138340	23	372248987	23	502
18	4267201653	18	800915900	18	1035
15	11978037051	15	1240970774	15	551
12	2677825308	12	319017913	12	276
13	4879230006	13	371824580	13	842
16	4929696409	16	939521701	16	874
19	5755056781	19	251475890	19	714
16	4676157245	16	760393973	16	293
15	10421864779	15	1178242759	15	464
16	15914712514	16	679718104	16	780
18	5105509314	18	631926630	18	613
14	3091144857	14	365746854	14	389
19	9734156902	19	818168865	19	702
16	3164833391	16	489178235	16	503
12	6931317920	12	1180622121	12	456
15	14483842430	15	1116385901	15	499
23	5096396738	23	306791947	23	1199
17	8358827331	17	689787484	17	1264
16	8446468915	16	434443242	16	794
19	5412128984	19	688480755	19	1070
17	3370271624	17	674990700	17	1015
13	8752589936	13	1221834649	13	982
17	8804977200	17	860058623	17	857
18	7041287918	18	424049242	18	846
24	11988268779	24	684245647	24	800
20	14386463425	20	1051234505	20	1046
14	6870176212	14	990216993	14	224
14	7587149021	13	925391762	14	451
17	9185177818	17	1178789749	17	946
22	13293988247	22	561001649	22	430
22	7607927986	22	865518015	22	650
19	6078952790	19	554309001	19	923
13	8706219443	13	1171592356	13	616
14	4355147378	14	630333066	14	709
15	9016826962	15	500395136	15	633
15	7561245455	15	679458850	15	653
21	5113159861	21	249023175	21	1220
17	10428932219	17	747172578	17	361
10	4028253246	10	563622830	10	251
21	10386696540	21	1125326324	21	1164
19	6433834782	19	377205647	19	825
18	7868944506	18	629673196	18	1176
19	12966952401	19	803923926	19	512
26	8382140567	26	813896753	26	853
22	10462710321	22	993608756	22	899
15	6328348889	15	908476759	15	1145
18	13553754818	18	381683462	18	446
15	4466239411	15	678999701	15	972
18	7459114412	18	737066932	18	1438
14	8489663454	14	928876010	14	1380
11	8915429213	11	1495326585	11	198
24	9888481064	24	1049857585	24	875
16	6809847711	16	612173371	16	995
16	3049675971	16	539399880	16	635
