15	15	7024327341	1185026957	0	15	970
15	13	9680148131	796825309	1094620500	15	385
15	12	10997068029	539091202	857932278	15	710
15	14	10019286669	327940937	1402539635	15	699
15	14	11422133427	701637270	1196611022	15	879
15	15	8183756752	1197952065	0	15	903
15	10	8900726687	913942293	1347946432	15	426
15	13	6280229594	636949198	1126134037	15	466
15	15	7468133386	817824065	0	15	1027
15	15	5227669205	1344322152	0	15	508
15	1	313467454	158764661	1629067154	15	291
15	13	7384472148	967085280	1233042484	15	822
15	10	8308071420	482815913	1227185918	15	309
15	15	8044753937	1023361892	0	15	856
15	13	7304883630	752542542	1032622677	15	663
15	11	8314340940	869037204	1357382859	13	580
15	14	6900550462	965220803	1127621047	15	442
15	9	5035310486	705189537	1192546402	15	545
15	15	8422457658	709968709	0	15	1215
15	13	7938686606	1118209830	1569343362	15	552
15	15	9953105396	593305591	0	15	1003
15	15	9919107565	1279670060	0	15	509
15	15	10062492257	1087289444	0	15	918
15	10	9886047361	965945394	1235900805	15	413
15	15	5274467994	857894115	0	15	871
15	14	9423418560	877728523	0	14	945
15	13	10354440093	1211026245	1366186692	15	975
15	12	11135220211	687747013	1196094092	15	245
15	15	9194940831	428215213	0	15	556
15	15	6340465449	1304435998	0	15	660
15	15	5340081928	754525116	0	15	1038
15	15	5438990675	1169557667	0	15	627
15	15	6776073065	368706832	0	15	902
15	15	10331638249	1262445873	0	15	455
15	12	8061526680	902676498	1188573150	15	697
15	15	7539482748	1279610993	0	15	722
15	14	5399173979	1297815372	1297815372	15	1183
15	10	9696172027	1188868015	1656187880	15	424
15	15	9631802251	749104778	0	15	728
15	15	7734986221	747177629	0	15	616
15	12	10198382280	973428660	1350222943	15	369
15	15	9050544792	809304500	0	15	881
15	15	5690556917	481977854	0	15	1099
15	14	10767862013	1677895509	1677895509	15	944
15	1	445737044	107867000	1025897451	15	214
15	15	6137619617	707191984	0	15	932
15	15	6586547084	1243615115	0	15	1093
15	15	11725564519	263251871	0	15	816
15	12	6981345299	815783499	1145257785	15	647
15	15	11169501475	1188707388	0	15	766
15	15	7127758086	958236450	0	15	1197
15	13	8261339642	536127066	1244066466	15	553
15	10	4407998472	1033904745	1124635122	15	319
15	11	7913179061	748850630	1027755242	15	375
15	12	7618988862	1291482364	1565747890	15	607
15	14	7027196953	965767114	965767114	15	551
15	14	8896118460	655490822	751462559	15	408
15	14	10844480791	662410914	0	14	732
15	13	6014618350	1276841917	1279184538	15	636
15	15	8089697268	976414279	0	15	772
15	15	6275173995	1084081733	0	15	785
15	6	7168894575	589588483	1133875233	15	627
15	15	4162143710	796907278	0	15	748
15	13	10909966159	531681374	712887188	15	652
15	11	14453167803	1027015742	1285751506	15	911
15	14	9900909935	595438846	1077948182	15	909
15	15	7426197369	589475592	0	15	756
15	14	10579049291	858916791	1079706164	15	723
15	13	10500653925	863782929	1364593930	15	856
15	13	8601390597	651220545	0	13	965
15	6	3700658155	808847451	1454857346	15	701
15	12	7304612417	817669673	817669673	15	782
15	13	6781536999	852931932	1091851054	15	797
15	15	13864800729	1191478527	0	15	742
15	15	6533145784	1452034800	0	15	418
15	15	6893358694	595943037	0	15	847
15	15	8019079141	1077972609	0	15	600
15	14	8151051077	866735335	866735335	15	1236
15	15	6574488758	863923629	0	15	984
15	15	6505568088	486114725	0	15	989
15	14	11456831440	1559555587	1559555587	15	644
15	14	7528132646	979837256	1073807370	15	999
15	9	5158870858	492745059	848723254	15	745
15	15	5268652765	742381329	0	15	759
15	15	7490896818	1127107878	0	15	684
15	12	8092583355	747790352	871771166	14	223
15	13	8340915303	753793321	0	13	869
15	15	6195013334	846406439	0	15	1589
15	15	8999373067	1309900120	0	15	991
15	14	6909131154	852475761	1292298700	15	798
15	15	5612684224	1092868411	0	15	725
15	13	12271405079	1042886252	1329404129	15	706
15	15	6211687356	1132015704	0	15	577
15	15	7251644334	870339449	0	15	866
15	15	10480973916	869963313	0	15	992
15	15	11658556186	544809569	0	15	640
15	15	7216956128	858158315	0	15	1395
15	15	8049869983	1066040559	0	15	969
15	15	12942978061	696869338	0	15	1098
15	15	7192867786	431557521	0	15	770
