21	21
17	17
15	15
14	14
16	16
15	15
16	16
16	16
11	11
20	20
22	22
17	17
14	14
16	16
7	7
17	17
14	14
23	23
15	15
16	16
13	13
31	31
22	22
17	17
17	17
17	17
20	20
16	16
21	21
18	18
8	8
22	22
16	16
22	22
22	22
14	14
20	20
22	22
19	19
23	23
15	15
23	23
18	18
20	20
24	24
14	14
13	13
19	19
20	20
18	18
11	11
14	14
17	17
15	15
16	16
16	16
33	33
14	14
13	13
11	11
13	13
19	19
24	24
18	18
21	21
21	21
17	17
13	13
23	23
18	18
14	14
24	24
15	15
19	19
22	22
19	19
17	17
11	11
13	13
12	12
26	26
19	19
18	18
20	20
12	12
15	15
16	16
32	32
25	25
9	9
20	20
19	19
24	24
22	22
24	24
12	12
13	13
14	14
22	22
16	16
