10	45
4	19
13	49
9	25
12	24
15	47
11	18
9	22
6	13
10	27
11	37
5	12
7	24
5	22
6	32
12	38
11	13
6	10
6	26
7	28
6	12
7	15
8	25
8	2
11	2
6	4
2	17
3	10
11	50
7	5
5	19
6	23
3	6
5	18
2	13
12	43
10	11
6	33
4	28
3	13
9	6
8	22
9	2
2	18
9	30
8	18
9	58
7	39
8	7
9	21
4	10
9	19
7	16
10	8
13	24
4	10
7	21
12	41
8	13
8	17
9	19
8	17
5	20
6	5
12	32
8	2
5	12
8	4
6	6
7	23
11	42
6	14
5	6
7	16
5	8
10	3
8	24
5	15
7	24
8	22
6	15
2	29
3	2
10	71
9	19
1	6
8	10
6	17
8	21
5	18
6	21
8	13
10	25
8	10
5	18
11	23
4	10
4	12
6	29
7	12
