24	24
21	21
30	30
25	25
21	21
22	22
21	21
0	25
26	26
19	19
24	24
18	18
12	12
24	23
29	29
30	30
20	20
18	18
29	29
25	25
24	24
17	17
22	22
0	21
22	22
21	21
20	20
25	25
23	23
26	26
25	25
28	28
28	28
23	23
22	22
24	24
19	19
21	21
18	18
17	17
31	31
26	26
17	17
19	19
14	14
20	20
30	30
31	31
18	18
27	27
22	22
31	31
21	21
30	29
16	16
18	18
31	31
18	18
15	15
23	23
23	23
18	18
32	32
26	26
24	24
18	18
27	27
29	29
25	25
20	20
23	23
24	24
16	16
25	25
17	17
25	25
20	20
20	20
29	29
21	21
28	28
25	25
23	23
25	25
28	28
17	17
29	29
23	23
19	19
27	27
23	23
30	30
21	21
16	16
28	28
25	25
14	14
19	19
27	27
22	22
