20	20
24	24
25	25
32	32
25	25
33	33
21	21
27	27
19	19
25	25
22	22
17	17
19	19
20	20
21	21
18	18
21	21
19	19
19	19
18	18
32	32
23	23
24	24
23	23
23	23
16	16
22	22
31	31
18	18
22	22
27	27
22	22
22	22
20	20
25	25
23	23
25	25
18	18
28	28
24	24
23	23
26	26
24	24
33	33
17	17
35	35
28	28
23	23
27	27
11	11
18	18
28	28
26	26
12	12
22	22
25	25
29	29
26	26
20	20
20	20
20	20
21	21
28	28
20	20
26	26
31	31
33	33
20	19
18	18
29	29
23	23
27	27
15	15
12	12
23	23
22	22
16	17
21	21
25	25
24	24
23	23
31	31
29	29
27	27
17	17
26	26
19	19
22	22
24	24
13	13
25	25
28	28
26	27
21	21
21	21
21	21
20	20
21	21
20	20
22	22
