5	23
4	4
6	137
8	58
7	128
3	11
8	3
6	9
11	269
4	84
2	67
10	112
10	298
9	303
7	223
10	1
10	9
9	124
8	42
6	74
7	6
10	131
4	17
11	333
8	16
7	207
14	9
7	4
5	2
6	68
13	342
8	2
7	13
4	13
6	8
7	129
17	2
8	293
8	2
9	149
6	106
6	134
2	10
7	208
7	7
10	6
11	4
7	2
1	219
9	2
8	2
6	2
7	16
8	105
8	2
3	2
11	19
4	15
8	23
6	4
9	191
3	6
9	2
5	3
7	2
8	203
5	8
8	6
8	226
5	2
10	244
12	140
7	2
7	2
5	61
7	3
5	10
2	146
3	61
12	17
5	2
7	162
8	77
6	8
10	122
5	151
8	28
2	18
9	380
6	17
2	209
7	7
12	303
4	118
6	10
7	3
9	64
9	2
5	179
6	2
