0 84.724543 52.050555 0.000000
1 97.974090 58.778591 0.000000
2 50.376698 47.720103 0.000000
3 16.548116 46.366143 0.000000
4 37.691952 87.618323 0.000000
5 93.703727 52.932643 0.000000
6 63.874655 70.295637 0.000000
7 50.335262 28.754962 0.000000
8 92.868453 10.531448 0.000000
9 14.136190 4.815673 0.000000
10 36.586712 96.590327 0.000000
11 40.553726 84.004658 0.000000
12 99.757115 18.111351 0.000000
13 40.360203 68.152805 0.000000
14 62.025314 6.463043 0.000000
15 19.724602 74.766204 0.000000
16 4.411467 68.027218 0.000000
17 23.199225 80.971917 0.000000
18 69.415379 62.594495 0.000000
19 34.272854 51.558984 0.000000
20 66.208782 8.256486 0.000000
21 19.681503 66.876362 0.000000
22 89.308356 24.740015 0.000000
23 66.400619 35.298527 0.000000
24 1.808189 59.894936 0.000000
25 26.033197 42.433360 0.000000
26 72.004633 84.830270 0.000000
27 81.436178 78.618190 0.000000
28 71.363226 9.912096 0.000000
29 97.497350 70.378335 0.000000
30 46.858917 65.187478 0.000000
31 50.396421 90.397820 0.000000
