2	2	83196	136
4	4	203368	241
9	9	203368	224
8	8	295808	189
4	0	0	143
6	6	286564	254
7	7	129416	205
3	3	379004	277
9	9	277320	270
6	6	92440	162
9	9	314296	160
11	11	83196	177
6	6	203368	239
4	4	138660	177
6	6	332784	263
5	5	258832	245
7	7	110928	187
6	6	184880	240
7	7	277320	234
4	4	175636	182
7	7	277320	219
11	11	175636	210
8	8	258832	227
4	4	73952	154
9	9	314296	270
9	9	147904	198
6	6	249588	196
5	5	18488	141
9	9	203368	201
2	2	305052	260
6	6	203368	202
1	1	249588	221
5	5	379004	291
5	5	249588	244
8	8	295808	255
8	8	184880	157
7	7	231100	220
5	5	221856	236
5	5	342028	248
5	5	147904	210
10	10	55464	181
8	8	379004	285
2	2	194124	186
4	4	166392	184
6	6	305052	227
7	7	138660	175
10	10	240344	203
6	6	277320	245
4	4	166392	192
4	4	221856	218
5	5	46220	152
8	8	240344	220
6	6	212612	218
5	5	203368	204
11	11	194124	207
6	6	212612	218
2	2	249588	167
5	5	268076	221
1	1	286564	245
8	8	212612	229
2	2	221856	228
3	3	101684	175
8	8	194124	210
12	12	46220	160
7	7	240344	251
5	5	138660	201
8	8	314296	251
2	2	240344	240
7	7	332784	266
6	6	268076	236
2	2	212612	175
4	4	73952	168
7	7	249588	220
6	6	268076	194
3	3	305052	268
11	11	277320	246
6	6	203368	215
9	9	157148	191
9	9	231100	239
12	12	240344	250
4	4	194124	225
4	4	147904	198
5	5	221856	213
3	3	147904	177
6	6	212612	210
4	4	203368	209
4	4	194124	182
6	6	120172	179
5	5	194124	213
8	8	240344	218
8	8	231100	247
11	11	258832	269
5	5	212612	233
4	4	203368	221
4	4	129416	195
2	2	147904	183
4	4	157148	208
7	7	83196	170
3	3	101684	160
7	7	73952	152
10	10	268076	226
7	7	218615	225
0	0	0	1
4	0	0	7
1	0	0	2
3	0	0	42
2	0	0	2
0	0	0	1
3	0	0	5
2	0	0	3408734
0	0	0	4
1	0	0	8
2	0	0	2
1	0	0	1
0	0	0	36
0	0	0	1
3	0	0	74
3	0	0	1
0	0	0	7
0	0	0	4
2	0	0	16
1	0	0	5
2	0	0	51
1	0	0	13
0	0	0	35
0	0	0	8
1	0	0	26
0	0	0	42
0	0	0	3
1	0	0	9
1	0	0	1
0	0	0	24
2	0	0	41
3	0	0	13
0	0	0	1
2	0	0	10
1	0	0	72
0	0	0	38
0	0	0	3
0	0	0	2
1	0	0	6
1	0	0	38
0	0	0	19
1	0	0	0
3	0	0	11
1	0	0	0
0	0	0	8
1	0	0	20
0	0	0	21
1	0	0	86
0	0	0	24
3	3	66535	22
0	0	0	7
1	0	0	8
0	0	0	35
2	0	0	23
1	0	0	59
0	0	0	13
0	0	0	0
3	0	0	16
1	0	0	42
3	0	0	3
0	0	0	41
2	0	0	27
0	0	0	13
0	0	0	27
0	0	0	86
1	0	0	41
3	0	0	22
2	2	19010	21
0	0	0	7
1	0	0	56
0	0	0	2
0	0	0	1
1	0	0	8
0	0	0	10
1	0	0	20
2	0	0	6
2	0	0	9
1	0	0	2
1	0	0	4
0	0	0	6
0	0	0	69
1	0	0	2
0	0	0	4
3	0	0	2
1	0	0	19
0	0	0	0
1	0	0	0
0	0	0	1
2	0	0	6
2	0	0	0
0	0	0	4
1	0	0	5
3	0	0	61
1	0	0	60
1	0	0	20
1	0	0	10
0	0	0	26
0	0	0	7
1	0	0	6
0	0	0	1
2	0	0	3
2	0	0	11
1	0	0	0
1	0	0	59
0	0	0	9
0	0	0	4
0	0	0	13
0	0	0	0
0	0	0	1
1	0	0	4
1	0	0	18
0	0	0	45
0	0	0	14
1	0	0	2
3	0	0	3
0	0	0	44
0	0	0	10
1	0	0	40
1	0	0	47
0	0	0	23
0	0	0	12
2	0	0	0
0	0	0	59
1	1	47525	7
0	0	0	44
2	0	0	36
2	0	0	54
1	0	0	80
0	0	0	50
1	0	0	10
1	0	0	26
3	0	0	9
3	0	0	7
2	0	0	8
0	0	0	38
0	0	0	9
1	0	0	20
3	0	0	17
0	0	0	6
0	0	0	4
0	0	0	6
0	0	0	30
3	0	0	51
2	0	0	33
0	0	0	8
3	0	0	56
0	0	0	6
2	0	0	19
2	0	0	72
0	0	0	21
2	0	0	16
2	0	0	5
1	0	0	54
0	0	0	18
0	0	0	13
0	0	0	14
0	0	0	1
1	0	0	3
0	0	0	18
2	0	0	0
0	0	0	3
4	0	0	7
1	0	0	51
0	0	0	40
0	0	0	54
1	0	0	38
1	0	0	1
1	0	0	3
1	0	0	9
3	0	0	27
1	0	0	41
1	0	0	19
0	0	0	61
1	0	0	0
2	0	0	34
1	0	0	16
2	0	0	3
1	0	0	19
1	0	0	43
2	0	0	11
2	0	0	51
1	0	0	52
1	0	0	12
1	0	0	35
3	0	0	4
1	0	0	6
3	0	0	38
2	2	138660	59
0	0	0	25
0	0	0	58
3	0	0	13
2	0	0	15
1	0	0	0
0	0	0	41
2	0	0	0
0	0	0	13
1	1	64708	20
2	0	0	16
3	0	0	79
0	0	0	35
0	0	0	18
1	0	0	36
1	0	0	12
0	0	0	21
0	0	0	11
1	0	0	16
1	0	0	15
2	0	0	12
0	0	0	1
0	0	0	13
1	0	0	72
1	0	0	17
0	0	0	30
0	0	0	3
3	3	18488	73
2	0	0	32
1	0	0	109
0	0	0	18
0	0	0	52
2	0	0	1
2	0	0	11
2	0	0	4
1	0	0	21
2	2	83196	28
0	0	0	20
1	0	0	10
0	0	0	6
0	0	0	27
3	0	0	20
1	0	0	0
1	0	0	33
0	0	0	13
1	0	0	13
2	0	0	4
0	0	0	18
1	0	0	12
0	0	0	46
0	0	0	52
2	0	0	44
0	0	0	43
0	0	0	41
0	0	0	9
1	0	0	7
0	0	0	63
0	0	0	51
0	0	0	55
1	0	0	28
0	0	0	41
1	0	0	6
0	0	0	53
1	0	0	4
2	0	0	0
0	0	0	67
0	0	0	61
1	0	0	0
0	0	0	6
1	0	0	10
0	0	0	12
1	0	0	13
0	0	0	11
2	0	0	2
0	0	0	45
1	0	0	7
0	0	0	1
1	0	0	26
0	0	0	1
0	0	0	3
1	0	0	14
1	0	0	0
2	0	0	4
2	2	101684	38
2	0	0	0
2	0	0	5
0	0	0	11
1	0	0	3
1	1	18488	9
1	0	0	12
1	0	0	18
3	0	0	6
0	0	0	22
1	0	0	8
1	0	0	13
1	0	0	4
4	0	0	13
0	0	0	19
0	0	0	41
2	0	0	9
1	0	0	22
1	0	0	14
1	0	0	18
0	0	0	12
0	0	0	36
3	0	0	41
0	0	0	10
1	0	0	5
0	0	0	2
1	0	0	17
0	0	0	7
0	0	0	52
3	3	73952	34
0	0	0	13
2	0	0	15
2	0	0	12
0	0	0	35
0	0	0	21
0	0	0	1
1	0	0	6
1	0	0	25
1	0	0	8
0	0	0	17
1	0	0	2
1	0	0	20
0	0	0	21
2	0	0	25
1	0	0	9
2	0	0	65
1	0	0	2
2	0	0	27
1	0	0	14
0	0	0	14
0	0	0	26
0	0	0	29
0	0	0	14
1	0	0	1
0	0	0	0
0	0	0	14
1	0	0	13
0	0	0	3
1	0	0	71
1	0	0	33
0	0	0	32
0	0	0	33
0	0	0	3
2	0	0	26
0	0	0	27
0	0	0	25
1	0	0	22
2	0	0	1
1	0	0	1
0	0	0	36
2	0	0	29
1	0	0	4
1	0	0	24
0	0	0	16
2	0	0	0
1	0	0	0
0	0	0	35
1	0	0	8
0	0	0	7
2	0	0	5
0	0	0	22
0	0	0	0
2	0	0	17
0	0	0	13
0	0	0	11
1	0	0	26
0	0	0	1
1	0	0	19
2	0	0	46
0	0	0	29
2	0	0	15
0	0	0	8
0	0	0	18
0	0	0	18
1	0	0	0
1	0	0	13
0	0	0	40
3	0	0	20
3	0	0	2
0	0	0	1
3	0	0	3
1	0	0	42
0	0	0	6
3	3	55464	14
0	0	0	0
5	0	0	9
2	0	0	27
1	0	0	83
0	0	0	10
0	0	0	2
0	0	0	66
2	0	0	10
1	0	0	1
1	0	0	5
2	0	0	15
1	0	0	26
0	0	0	26
0	0	0	29
1	0	0	2
2	0	0	4
0	0	0	29
4	0	0	12
1	0	0	3
0	0	0	22
2	0	0	4
2	0	0	78
1	0	0	21
1	0	0	8
0	0	0	16
1	0	0	52
2	0	0	0
2	0	0	6
1	0	0	6
1	1	147904	70
1	0	0	52
0	0	0	2
0	0	0	13
0	0	0	4
1	0	0	41
1	0	0	10
0	0	0	90
0	0	0	12
3	0	0	0
1	0	0	7
1	0	0	69
0	0	0	8
3	0	0	32
0	0	0	27
0	0	0	20
1	0	0	66
0	0	0	19
1	0	0	0
