1	0	0	1
0	0	0	1
1	0	0	1
0	0	0	2
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	3
1	0	0	1
0	0	0	1
0	0	0	3
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
2	0	0	1
1	0	0	1
0	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	2
1	0	0	2
1	1	9244	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	4
0	0	0	3
0	0	0	1
0	0	0	3
0	0	0	2
0	0	0	1
0	0	0	2
0	0	0	3
0	0	0	4
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
0	0	0	4
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
2	2	9244	2
0	0	0	1
0	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	2
1	0	0	1
0	0	0	1
0	0	0	3
0	0	0	4
0	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
1	1	9244	2
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
0	0	0	2
1	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
2	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
2	2	18488	3
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
1	0	0	1
0	0	0	2
0	0	0	2
0	0	0	1
0	0	0	2
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	3
0	0	0	1
3	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	5
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
2	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
2	0	0	1
1	0	0	1
1	0	0	2
2	0	0	1
0	0	0	1
3	0	0	1
1	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
2	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
0	0	0	1
1	0	0	2
1	0	0	2
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
1	0	0	3
0	0	0	1
1	0	0	2
0	0	0	1
1	0	0	1
0	0	0	2
0	0	0	1
2	0	0	1
2	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	2
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	2
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
