0	0	0	0	1	660404431	22
0	0	0	0	1	963314612	20
0	0	0	0	1	1047657750	22
0	0	0	0	1	1340496266	22
0	0	0	0	1	1354109708	17
0	10	1141852123	13	9	982172375	10
0	0	0	0	1	449699054	14
0	0	0	0	1	1114342558	18
0	0	0	0	1	766248634	16
0	0	0	0	1	668610857	16
0	0	0	0	1	831774597	21
0	0	0	0	1	2000000000	16
0	0	0	0	1	816668450	22
0	0	0	0	1	1264252315	36
0	9	888185403	10	8	2000000000	16
0	0	0	0	1	978872453	22
0	0	0	0	1	2000000000	21
0	0	0	0	1	1182344623	24
0	0	0	0	1	878756107	18
0	13	1795688873	343	345	368959067	13
0	28	9966244951	306	538	1081959194	28
0	0	0	0	1	1416552562	23
0	0	0	0	1	525196632	14
0	0	0	0	1	1119764528	17
0	0	0	0	1	1408421556	24
0	0	0	0	1	597116813	19
0	0	0	0	1	375615512	19
0	0	0	0	1	523296306	21
0	0	0	0	1	587080331	24
0	0	0	0	1	747287975	23
0	0	0	0	1	1427246203	17
0	0	0	0	1	742573327	14
0	0	0	0	1	967070822	25
0	0	0	0	1	811766310	17
0	0	0	0	1	821463414	20
0	0	0	0	1	2000000000	20
0	0	0	0	1	599754589	26
0	0	0	0	1	450198775	20
0	0	0	0	1	822611881	27
0	0	0	0	1	1198299221	23
0	27	6069038076	292	599	297757757	27
0	28	17535287578	331	573	2000000000	28
0	0	0	0	1	829917193	18
0	0	0	0	1	2000000000	20
0	0	0	0	1	660881828	21
0	17	4847333440	319	410	2000000000	17
0	0	0	0	1	520957551	16
0	0	0	0	1	1124321926	18
0	0	0	0	1	1564601888	19
0	0	0	0	1	673648692	28
0	0	0	0	1	1254000335	17
0	0	0	0	1	1489488781	19
0	0	0	0	1	894520604	10
0	0	0	0	1	518205925	16
0	0	0	0	1	526134571	16
0	0	0	0	1	521441476	18
0	0	0	0	1	1345776509	20
0	22	4914914145	345	471	298509379	22
0	21	13907609579	333	355	2000000000	21
0	0	0	0	1	1257679850	29
0	0	0	0	1	1259155819	15
0	0	0	0	1	517179341	23
0	0	0	0	1	602472020	23
0	0	0	0	1	674520809	10
0	0	0	0	1	1936523368	15
0	0	0	0	1	1555001746	19
0	0	0	0	1	443076232	17
0	0	0	0	1	1779916346	16
0	0	0	0	1	518612179	14
0	0	0	0	1	899235567	19
0	0	0	0	1	442570923	18
0	0	0	0	1	595897757	11
0	18	3033846484	349	375	298611178	18
0	0	0	0	1	1200259700	24
0	0	0	0	1	1341832462	23
0	0	0	0	1	1725780849	12
0	0	0	0	1	1503988463	19
0	0	0	0	1	2000000000	12
0	0	0	0	1	610580682	19
0	0	0	0	1	897220976	16
0	0	0	0	1	681084754	20
0	0	0	0	1	740178427	17
0	0	0	0	1	1184515095	18
0	0	0	0	1	1506736551	14
0	0	0	0	1	1355554033	16
0	0	0	0	1	1353928231	32
0	0	0	0	1	450772654	14
0	0	0	0	1	1041258377	30
0	0	0	0	1	2000000000	19
0	0	0	0	1	1336479595	22
0	0	0	0	1	594595276	23
0	0	0	0	1	743189210	16
0	11	1607322888	77	38	2000000000	11
0	16	1864618883	282	240	595184646	16
0	0	0	0	1	1337592083	25
0	0	0	0	1	1272343476	12
0	0	0	0	1	1641883020	23
0	0	0	0	1	751615277	17
0	0	0	0	1	819809916	24
0	0	0	0	1	1036013251	20
0	0	0	0	1	973532011	16
0	0	0	0	1	513844020	19
0	0	0	0	1	526990371	12
0	0	0	0	1	1570274437	23
0	0	0	0	1	674858315	18
0	0	0	0	1	899896439	20
0	0	0	0	1	520069217	16
0	0	0	0	1	308159206	15
0	0	0	0	1	1426226423	21
0	0	0	0	1	1435187141	21
0	0	0	0	1	673141246	14
0	0	0	0	1	1271960485	19
0	0	0	0	1	1740840013	22
0	0	0	0	1	955500519	21
0	14	1578460697	17	14	304176832	14
0	22	2240625942	26	22	370466893	22
0	17	2039213764	347	363	445076786	17
0	0	0	0	1	980703975	19
0	0	0	0	1	1122001877	16
0	0	0	0	1	970650716	20
0	0	0	0	1	1510410209	30
0	0	0	0	1	519347993	17
0	0	0	0	1	454429697	25
0	0	0	0	1	898342350	12
0	0	0	0	1	1342712488	25
0	0	0	0	1	816923426	22
0	0	0	0	1	615077189	21
0	0	0	0	1	1040682770	16
0	0	0	0	1	1133610328	24
0	0	0	0	1	670216665	21
0	0	0	0	1	1051845324	20
0	0	0	0	1	1121827495	13
0	0	0	0	1	807198253	18
0	0	0	0	1	601196228	28
0	0	0	0	1	826139634	23
0	0	0	0	1	1784322808	13
0	0	0	0	1	687767765	16
0	0	0	0	1	747856388	18
0	0	0	0	1	593546610	21
0	0	0	0	1	736391472	14
