0 79.257117 23.143992 0.000000
1 1.994266 32.879341 0.000000
2 13.435308 99.849661 0.000000
3 1.427847 3.422630 0.000000
4 26.300584 24.465199 0.000000
5 27.556238 41.496690 0.000000
6 58.672572 19.594429 0.000000
7 84.465324 99.059302 0.000000
8 19.085809 6.763587 0.000000
9 75.031733 9.612317 0.000000
10 71.547687 43.212915 0.000000
11 69.903215 80.579218 0.000000
12 80.294688 44.642437 0.000000
13 8.836220 52.240078 0.000000
14 40.277853 73.771389 0.000000
15 92.880024 47.681206 0.000000
16 34.296063 47.148700 0.000000
17 36.967074 8.105546 0.000000
18 81.786432 70.736717 0.000000
19 89.476830 10.739199 0.000000
20 51.570381 44.783803 0.000000
21 86.818343 14.674422 0.000000
22 88.763788 86.414507 0.000000
23 74.300698 1.321237 0.000000
24 68.814276 99.207483 0.000000
25 14.686828 24.029808 0.000000
26 73.259238 89.704658 0.000000
27 15.703386 60.102107 0.000000
28 33.665973 5.483356 0.000000
29 85.674245 46.182679 0.000000
30 31.793196 65.687908 0.000000
31 49.561236 29.434840 0.000000
