2	2	83196	136
4	4	203368	241
9	9	203368	224
8	8	295808	189
4	0	0	143
6	6	286564	254
7	7	129416	205
3	3	379004	277
9	9	277320	270
6	6	92440	162
9	9	314296	160
11	11	83196	177
6	6	203368	239
4	4	138660	177
6	6	332784	263
5	5	258832	245
7	7	110928	187
6	6	184880	240
7	7	277320	234
4	4	175636	182
7	7	277320	219
11	11	175636	210
8	8	258832	227
4	4	73952	154
9	9	314296	270
9	9	147904	198
6	6	249588	196
5	5	18488	141
9	9	203368	201
2	2	305052	260
6	6	203368	202
1	1	249588	221
5	5	379004	291
5	5	249588	244
8	8	295808	255
8	8	184880	157
7	7	231100	220
5	5	221856	236
5	5	342028	248
5	5	147904	210
10	10	55464	181
8	8	379004	285
2	2	194124	186
4	4	166392	184
6	6	305052	227
7	7	138660	175
10	10	240344	203
6	6	277320	245
4	4	166392	192
4	4	221856	218
5	5	46220	152
8	8	240344	220
6	6	212612	218
5	5	203368	204
11	11	194124	207
6	6	212612	218
2	2	249588	167
5	5	268076	221
1	1	286564	245
8	8	212612	229
2	2	221856	228
3	3	101684	175
8	8	194124	210
12	12	46220	160
7	7	240344	251
5	5	138660	201
8	8	314296	251
2	2	240344	240
7	7	332784	266
6	6	268076	236
2	2	212612	175
4	4	73952	168
7	7	249588	220
6	6	268076	194
3	3	305052	268
11	11	277320	246
6	6	203368	215
9	9	157148	191
9	9	231100	239
12	12	240344	250
4	4	194124	225
4	4	147904	198
5	5	221856	213
3	3	147904	177
6	6	212612	210
4	4	203368	209
4	4	194124	182
6	6	120172	179
5	5	194124	213
8	8	240344	218
8	8	231100	247
11	11	258832	269
5	5	212612	233
4	4	203368	221
4	4	129416	195
2	2	147904	183
4	4	157148	208
7	7	83196	170
3	3	101684	160
7	7	73952	152
10	10	268076	226
